temp;wind;rh;rainfall;Fire
0,292682927;0,477272727;0,714285714;0,089552239;0
0,292682927;0,477272727;0,777777778;0,009950249;0
0,317073171;0,454545455;0,476190476;0,019900498;0
0,487804878;0,477272727;0,666666667;0,064676617;0
0,414634146;0,477272727;0,746031746;0,049751244;0
0,463414634;0,477272727;0,619047619;0,039800995;0
0,365853659;0,477272727;0,888888889;0,074626866;0
0,170731707;0,454545455;0,952380952;0,024875622;0
0,219512195;0,454545455;0,777777778;0,004975124;0
0,195121951;0,454545455;0,841269841;0,059701493;0
0,243902439;0,454545455;0,619047619;0,004975124;0
0,12195122;0,454545455;0,825396825;0;0
0,146341463;0,454545455;0,682539683;0;0
0,12195122;0,454545455;0,650793651;0;0
0,195121951;0,454545455;0,793650794;0,049751244;0
0,195121951;0,454545455;0,857142857;0,064676617;0
0,268292683;0,454545455;0,682539683;0,044776119;0
0,317073171;0,454545455;0,80952381;0,009950249;0
0,341463415;0,431818182;0,555555556;0,024875622;0
0,43902439;0,454545455;0,53968254;0,15920398;0
0,365853659;0,454545455;0,746031746;0,084577114;0
0,365853659;0,454545455;0,682539683;0,099502488;0
0,219512195;0,454545455;1;0,029850746;0
0,146341463;0,454545455;0,523809524;0,014925373;0
0,146341463;0,477272727;0,904761905;0,009950249;0
0,243902439;0,477272727;0,666666667;0,004975124;0
0,243902439;0,477272727;0,650793651;0;0
0,268292683;0,454545455;0,650793651;0;0
0,268292683;0,454545455;0,619047619;0;0
0,317073171;0,454545455;0,634920635;0;0
0,268292683;0,454545455;0,793650794;0;0
0,170731707;0,431818182;0,841269841;0;0
0,195121951;0,431818182;0,714285714;0,009950249;0
0,243902439;0,454545455;0,73015873;0,009950249;0
0,268292683;0,454545455;0,619047619;0,004975124;0
0,414634146;0,477272727;0,761904762;0,004975124;0
0,414634146;0,477272727;0,603174603;0,024875622;0
0,414634146;0,477272727;0,682539683;0;0
0,341463415;0,477272727;0,571428571;0,004975124;0
0,317073171;0,477272727;0,666666667;0,029850746;0
0,268292683;0,5;0,904761905;0;0
0,341463415;0,477272727;0,698412698;0,004975124;0
0,414634146;0,477272727;0,698412698;0,004975124;0
0,317073171;0,477272727;0,777777778;0,004975124;0
0,365853659;0,477272727;0,746031746;0;0
0,43902439;0,454545455;0,587301587;0;0
0,365853659;0,454545455;0,714285714;0;0
0,341463415;0,454545455;0,650793651;0;0
0,170731707;0,454545455;0,857142857;0,009950249;0
0,195121951;0,454545455;0,761904762;0,049751244;0
0,12195122;0,454545455;0,587301587;0,034825871;0
0,195121951;0,477272727;0,682539683;0,009950249;0
0,170731707;0,477272727;0,682539683;0;0
0,195121951;0,454545455;0,507936508;0,014925373;0
0,243902439;0,454545455;0,650793651;0,004975124;0
0,268292683;0,454545455;0,380952381;0;0
0,292682927;0,454545455;0,682539683;0;0
0,243902439;0,454545455;0,714285714;0;0
0,268292683;0,477272727;0,761904762;0;0
0,292682927;0,477272727;0,73015873;0;0
0,292682927;0,477272727;0,523809524;0;0
0,317073171;0,477272727;0,507936508;0;0
0,268292683;0,477272727;0,682539683;0;0
0,341463415;0,477272727;0,603174603;0;0
0,487804878;0,477272727;0,26984127;0;0
0,487804878;0,477272727;0,396825397;0;0
0,512195122;0,454545455;0,238095238;0;0
0,512195122;0,454545455;0,253968254;0;0
0,414634146;0,454545455;0,365079365;0;0
0,414634146;0,454545455;0,238095238;0;0
0,414634146;0,477272727;0,26984127;0;0
0,365853659;0,477272727;0,555555556;0,004975124;0
0,243902439;0,5;0,650793651;0;0
0,341463415;0,477272727;0,666666667;0;0
0,341463415;0,477272727;0,793650794;0;0
0,414634146;0,477272727;0,492063492;0,029850746;0
0,390243902;0,477272727;0,682539683;0,019900498;0
0,365853659;0,477272727;0,555555556;0,029850746;0
0,390243902;0,477272727;0,53968254;0;0
0,341463415;0,477272727;0,492063492;0;0
0,292682927;0,454545455;0,682539683;0,029850746;0
0,268292683;0,477272727;0,555555556;0;0
0,243902439;0,477272727;0,507936508;0,009950249;0
0,268292683;0,477272727;0,53968254;0;0
0,243902439;0,477272727;0,619047619;0,019900498;0
0,341463415;0,477272727;0,634920635;0;0
0,341463415;0,454545455;0,746031746;0;0
0,292682927;0,454545455;0,714285714;0,004975124;0
0,268292683;0,454545455;0,587301587;0,009950249;0
0,243902439;0,454545455;0,825396825;0,039800995;0
0,317073171;0,454545455;0,682539683;0;0
0,341463415;0,431818182;0,587301587;0,014925373;0
0,341463415;0,431818182;0,888888889;0,004975124;0
0,365853659;0,454545455;0,492063492;0;0
0,195121951;0,454545455;0,714285714;0;0
0,317073171;0,477272727;0,222222222;0;0
0,390243902;0,477272727;0,222222222;0;0
0,414634146;0,454545455;0,396825397;0;0
0,463414634;0,454545455;0,253968254;0;0
0,512195122;0,477272727;0,238095238;0;0
0,585365854;0,477272727;0,222222222;0,019900498;0
0,512195122;0,5;0,619047619;0,004975124;0
0,536585366;0,5;0,587301587;0,009950249;0
0,487804878;0,5;0,365079365;0,074626866;0
0,463414634;0,5;0,650793651;0,044776119;0
0,414634146;0,477272727;0,396825397;0,004975124;0
0,390243902;0,477272727;0,666666667;0;0
0,365853659;0,454545455;0,571428571;0;0
0,341463415;0,454545455;0,746031746;0;0
0,414634146;0,477272727;0,301587302;0;0
0,487804878;0,477272727;0,428571429;0;0
0,536585366;0,477272727;0,238095238;0;0
0,634146341;0,477272727;0,079365079;0;0
0,536585366;0,477272727;0,380952381;0;0
0,512195122;0,477272727;0,523809524;0;0
0,56097561;0,477272727;0,619047619;0,029850746;0
0,512195122;0,477272727;0,555555556;0,014925373;0
0,512195122;0,454545455;0,476190476;0;0
0,56097561;0,454545455;0,396825397;0;0
0,585365854;0,454545455;0,174603175;0;0
0,585365854;0,454545455;0,333333333;0;0
0,585365854;0,477272727;0,317460317;0;0
0,658536585;0,477272727;0,317460317;0,004975124;0
0,536585366;0,477272727;0,555555556;0,004975124;0
0,56097561;0,477272727;0,317460317;0;0
0,658536585;0,477272727;0,46031746;0;0
0,634146341;0,477272727;0,412698413;0;0
0,634146341;0,477272727;0,238095238;0;0
0,585365854;0,454545455;0,19047619;0;1
0,56097561;0,454545455;0,19047619;0;1
0,634146341;0,454545455;0,285714286;0,019900498;0
0,43902439;0,454545455;0,634920635;0,044776119;0
0,463414634;0,454545455;0,507936508;0;0
0,43902439;0,454545455;0,492063492;0;0
0,463414634;0,454545455;0,53968254;0;0
0,56097561;0,454545455;0,412698413;0;0
0,56097561;0,454545455;0,253968254;0;0
0,585365854;0,454545455;0,349206349;0;0
0,609756098;0,454545455;0,333333333;0;0
0,682926829;0,454545455;0,222222222;0;1
0,682926829;0,477272727;0,238095238;0;1
0,658536585;0,477272727;0,253968254;0;1
0,585365854;0,477272727;0,253968254;0,004975124;1
0,658536585;0,477272727;0,333333333;0;1
0,585365854;0,454545455;0,365079365;0,004975124;0
0,634146341;0,477272727;0,396825397;0,004975124;0
0,56097561;0,477272727;0,53968254;0;0
0,585365854;0,477272727;0,507936508;0,014925373;0
0,609756098;0,477272727;0,349206349;0,014925373;0
0,609756098;0,477272727;0,396825397;0,029850746;0
0,634146341;0,477272727;0,444444444;0,004975124;0
0,609756098;0,477272727;0,396825397;0,014925373;0
0,536585366;0,454545455;0,650793651;0;0
0,536585366;0,454545455;0,349206349;0;0
0,585365854;0,477272727;0,174603175;0;1
0,682926829;0,477272727;0,174603175;0;1
0,609756098;0,477272727;0,333333333;0,004975124;0
0,585365854;0,477272727;0,492063492;0,004975124;0
0,634146341;0,477272727;0,396825397;0;0
0,658536585;0,477272727;0,301587302;0,004975124;1
0,707317073;0,454545455;0,222222222;0;1
0,682926829;0,431818182;0,492063492;0,004975124;1
0,756097561;0,431818182;0,317460317;0;1
0,731707317;0,431818182;0,365079365;0,039800995;0
0,536585366;0,454545455;0,492063492;0,039800995;0
0,585365854;0,454545455;0,46031746;0,004975124;1
0,634146341;0,454545455;0,587301587;0,004975124;1
0,731707317;0,454545455;0,333333333;0,009950249;0
0,756097561;0,454545455;0,333333333;0,014925373;0
0,756097561;0,477272727;0,349206349;0,049751244;0
0,731707317;0,477272727;0,444444444;0,029850746;0
0,756097561;0,5;0,380952381;0,024875622;0
0,756097561;0,5;0,444444444;0,034825871;0
0,780487805;0,477272727;0,349206349;0,024875622;0
0,756097561;0,477272727;0,412698413;0;0
0,804878049;0,477272727;0,349206349;0,009950249;0
0,731707317;0,454545455;0,444444444;0,034825871;0
0,682926829;0,454545455;0,523809524;0,004975124;0
0,780487805;0,454545455;0,396825397;0,004975124;0
0,756097561;0,454545455;0,380952381;0,029850746;0
0,756097561;0,477272727;0,380952381;0,044776119;0
0,707317073;0,477272727;0,650793651;0,034825871;0
0,731707317;0,477272727;0,603174603;0,009950249;0
0,780487805;0,454545455;0,380952381;0,039800995;0
0,804878049;0,454545455;0,428571429;0,019900498;0
0,804878049;0,454545455;0,396825397;0,009950249;0
0,804878049;0,477272727;0,46031746;0,004975124;0
0,780487805;0,477272727;0,428571429;0,104477612;0
0,682926829;0,477272727;0,46031746;0,034825871;0
0,707317073;0,477272727;0,476190476;0;0
0,707317073;0,477272727;0,222222222;0;0
0,707317073;0,477272727;0,396825397;0;0
0,756097561;0,477272727;0,26984127;0,004975124;1
0,731707317;0,477272727;0,301587302;0,014925373;0
0,756097561;0,5;0,317460317;0,004975124;0
0,780487805;0,477272727;0,333333333;0,004975124;1
0,829268293;0,477272727;0,301587302;0;1
0,829268293;0,477272727;0,46031746;0;1
0,756097561;0,5;0,492063492;0,009950249;0
0,731707317;0,477272727;0,26984127;0;1
0,829268293;0,477272727;0,238095238;0;1
0,902439024;0,477272727;0,206349206;0;1
0,87804878;0,477272727;0,285714286;0;1
0,829268293;0,477272727;0,365079365;0,014925373;0
0,731707317;0,477272727;0,285714286;0;1
0,731707317;0,5;0,380952381;0;1
0,731707317;0,5;0,26984127;0;1
0,756097561;0,5;0,238095238;0;1
0,756097561;0,477272727;0,444444444;0,004975124;1
0,804878049;0,477272727;0,333333333;0,054726368;0
0,731707317;0,5;0,444444444;0,014925373;0
0,658536585;0,477272727;0,476190476;0,024875622;0
0,731707317;0,5;0,222222222;0;0
0,780487805;0,5;0,412698413;0;1
0,780487805;0,5;0,476190476;0,034825871;0
0,780487805;0,477272727;0,396825397;0;0
0,87804878;0,5;0,253968254;0;1
0,902439024;0,477272727;0,238095238;0;1
0,951219512;0,477272727;0,19047619;0;1
0,951219512;0,477272727;0,174603175;0;1
0,951219512;0,454545455;0,238095238;0,014925373;1
0,902439024;0,454545455;0,301587302;0,004975124;1
0,926829268;0,454545455;0,222222222;0;1
1;0,477272727;0,206349206;0;1
0,902439024;0,477272727;0,349206349;0;1
0,853658537;0,477272727;0,365079365;0,004975124;1
0,87804878;0,477272727;0,206349206;0;1
0,902439024;0,477272727;0,253968254;0;1
0,902439024;0,477272727;0,238095238;0;1
0,731707317;0,477272727;0,412698413;0,069651741;0
0,756097561;0,477272727;0,349206349;0;1
0,756097561;0,477272727;0,396825397;0,004975124;1
0,731707317;0,477272727;0,666666667;0,104477612;0
0,731707317;0,477272727;0,349206349;0,084577114;0
0,658536585;0,477272727;0,492063492;0,014925373;0
0,707317073;0,477272727;0,492063492;0,024875622;0
0,756097561;0,477272727;0,365079365;0,004975124;0
0,780487805;0,477272727;0,46031746;0,049751244;0
0,707317073;0,477272727;0,444444444;0,07960199;0
0,731707317;0,477272727;0,428571429;0,004975124;0
0,756097561;0,477272727;0,476190476;0,009950249;0
0,756097561;0,477272727;0,492063492;0;0
0,780487805;0,477272727;0,396825397;0;0
0,829268293;0,477272727;0,365079365;0;1
0,829268293;0,5;0,428571429;0,074626866;0
0,780487805;0,5;0,46031746;0;0
0,853658537;0,477272727;0,380952381;0;0
0,87804878;0,477272727;0,380952381;0;1
0,902439024;0,477272727;0,365079365;0;1
0,756097561;0,454545455;0,476190476;0;1
0,707317073;0,454545455;0,428571429;0;1
0,804878049;0,431818182;0,222222222;0;1
0,804878049;0,454545455;0,301587302;0;1
0,829268293;0,454545455;0,301587302;0;1
0,829268293;0,454545455;0,333333333;0;1
0,87804878;0,454545455;0,317460317;0,004975124;1
0,804878049;0,477272727;0,333333333;0;1
0,853658537;0,454545455;0,349206349;0;1
0,902439024;0,477272727;0,222222222;0;1
0,951219512;0,477272727;0,174603175;0;1
0,926829268;0,477272727;0,301587302;0;1
0,902439024;0,5;0,301587302;0;1
0,951219512;0,5;0,206349206;0;1
0,951219512;0,5;0,206349206;0;1
0,975609756;0,5;0,206349206;0;1
1;0,477272727;0,079365079;0;1
1;0,477272727;0,126984127;0;1
0,975609756;0,477272727;0,111111111;0;1
0,87804878;0,477272727;0,380952381;0;1
0,87804878;0,454545455;0,238095238;0;1
0,829268293;0,454545455;0,301587302;0;1
0,829268293;0,477272727;0,349206349;0;1
0,853658537;0,5;0,222222222;0;1
0,853658537;0,5;0,317460317;0,014925373;1
0,853658537;0,5;0,26984127;0,009950249;1
0,902439024;0,5;0,253968254;0;1
0,829268293;0,5;0,396825397;0,009950249;1
0,756097561;0,477272727;0,476190476;0;1
0,829268293;0,477272727;0,285714286;0;1
0,804878049;0,477272727;0,349206349;0;1
0,804878049;0,477272727;0,349206349;0;1
0,87804878;0,477272727;0,206349206;0;1
0,902439024;0,477272727;0,222222222;0;1
0,87804878;0,5;0,238095238;0;1
0,87804878;0,477272727;0,253968254;0;1
0,902439024;0,454545455;0,174603175;0;1
0,829268293;0,454545455;0,396825397;0;1
0,853658537;0,454545455;0,285714286;0;1
0,853658537;0,477272727;0,206349206;0;1
0,829268293;0,477272727;0,238095238;0;1
0,756097561;0,477272727;0,444444444;0,114427861;0
0,585365854;0,477272727;0,492063492;0,034825871;0
0,682926829;0,477272727;0,682539683;0,004975124;0
0,731707317;0,454545455;0,412698413;0;1
0,731707317;0,477272727;0,365079365;0;1
0,731707317;0,454545455;0,365079365;0;1
0,756097561;0,454545455;0,396825397;0;1
0,731707317;0,477272727;0,428571429;0,004975124;1
0,756097561;0,454545455;0,333333333;0;1
0,731707317;0,454545455;0,317460317;0;1
0,707317073;0,454545455;0,349206349;0;1
0,731707317;0,454545455;0,428571429;0;1
0,707317073;0,477272727;0,396825397;0;1
0,731707317;0,477272727;0,333333333;0;1
0,731707317;0,477272727;0,365079365;0;1
0,731707317;0,454545455;0,380952381;0;1
0,731707317;0,454545455;0,349206349;0;1
0,731707317;0,454545455;0,365079365;0;1
0,658536585;0,477272727;0,396825397;0,169154229;0
0,512195122;0,477272727;0,555555556;0,009950249;0
0,463414634;0,477272727;0,492063492;0;0
0,536585366;0,477272727;0,603174603;0;0
0,634146341;0,454545455;0,73015873;0;0
0,682926829;0,454545455;0,365079365;0;1
0,585365854;0,454545455;0,603174603;0,024875622;0
0,536585366;0,454545455;0,285714286;0;0
0,512195122;0,454545455;0,317460317;0;0
0,463414634;0,454545455;0,285714286;0;0
0,463414634;0,454545455;0,349206349;0;0
0,56097561;0,454545455;0,285714286;0;1
0,585365854;0,454545455;0,507936508;0;1
0,56097561;0,454545455;0,698412698;0,029850746;0
0,487804878;0,431818182;0,666666667;0,049751244;0
0,512195122;0,431818182;0,523809524;0;0
0,463414634;0,431818182;0,714285714;0;0
0,512195122;0,454545455;0,555555556;0;0
0,56097561;0,454545455;0,682539683;0;0
0,56097561;0,454545455;0,523809524;0,024875622;0
0,536585366;0,454545455;0,698412698;0,099502488;0
0,536585366;0,454545455;0,682539683;0;0
0,56097561;0,454545455;0,53968254;0;0
0,536585366;0,477272727;0,555555556;0;0
0,536585366;0,477272727;0,507936508;0;0
0,536585366;0,477272727;0,476190476;0;0
0,512195122;0,477272727;0,53968254;0;0
0,536585366;0,454545455;0,444444444;0;0
0,56097561;0,454545455;0,412698413;0;0
0,56097561;0,431818182;0,476190476;0;0
0,536585366;0,454545455;0,666666667;0,039800995;0
0,512195122;0,454545455;0,571428571;0,054726368;0
0,487804878;0,477272727;0,571428571;0,014925373;0
0,536585366;0,477272727;0,634920635;0,004975124;0
0,463414634;0,477272727;0,825396825;0;0
0,414634146;0,477272727;0,714285714;0;0
0,390243902;0,477272727;0,523809524;0;0
0,365853659;0,454545455;0,650793651;0;0
0,390243902;0,454545455;0,555555556;0;0
0,43902439;0,431818182;0,444444444;0,004975124;0
0,414634146;0,431818182;0,428571429;0;0
0,390243902;0,431818182;0,507936508;0;0
0,414634146;0,454545455;0,476190476;0;0
0,414634146;0,477272727;0,333333333;0;0
0,365853659;0,477272727;0,349206349;0;0
0,414634146;0,477272727;0,380952381;0;0
0,365853659;0,477272727;0,777777778;0,004975124;0
0,365853659;0,477272727;0,571428571;0,044776119;0
0,365853659;0,477272727;0,746031746;0,014925373;0
0,390243902;0,477272727;0,698412698;0,004975124;0
0,390243902;0,477272727;0,555555556;0;0
0,414634146;0,477272727;0,682539683;0;0
0,43902439;0,477272727;0,555555556;0;0
0,414634146;0,477272727;0,571428571;0;0
0,43902439;0,477272727;0,53968254;0;0
0,43902439;0,477272727;0,53968254;0;0
0,463414634;0,477272727;0,666666667;0;0
0,43902439;0,477272727;0,619047619;0;0
0,43902439;0,477272727;0,507936508;0,004975124;0
0,365853659;0,477272727;0,777777778;0,194029851;0
0,317073171;0,454545455;0,666666667;0,039800995;0
0,341463415;0,454545455;0,492063492;0,009950249;0
0,365853659;0,477272727;0,492063492;0,014925373;0
0,43902439;0,477272727;0,46031746;0,024875622;0
0,414634146;0,454545455;0,587301587;0,019900498;0
0,43902439;0,454545455;0,53968254;0,004975124;0
0,365853659;0,454545455;0,650793651;0,044776119;0
0,390243902;0,454545455;0,571428571;0,084577114;0
0,390243902;0,454545455;0,777777778;0,009950249;0
0,390243902;0,477272727;0,444444444;0,089552239;0
0,390243902;0,477272727;0,46031746;0,034825871;0
0,243902439;0,477272727;0,698412698;0,089552239;0
0,292682927;0,477272727;0,603174603;0,034825871;0
0,243902439;0,477272727;0,73015873;0,084577114;0
0,243902439;0,454545455;0,777777778;0,004975124;0
0,268292683;0,454545455;0,650793651;0;0
0,317073171;0,477272727;0,571428571;0;0
0,341463415;0,5;0,650793651;0;0
0,414634146;0,5;0,619047619;0,014925373;0
0,292682927;0,5;0,603174603;0,024875622;0
0,317073171;0,5;0,746031746;0;0
0,317073171;0,477272727;0,746031746;0;0
0,365853659;0,477272727;0,841269841;0;0
0,268292683;0,477272727;0,587301587;0;0
0,219512195;0,477272727;0,634920635;0,099502488;0
0,195121951;0,454545455;0,698412698;0,004975124;0
0,317073171;0,159090909;0,777777778;0;0
0,414634146;0,340909091;0,634920635;0;0
0,341463415;0,181818182;0,73015873;0;0
0,365853659;0,272727273;0,492063492;0,014925373;0
0,512195122;0,409090909;0,222222222;0,024875622;0
0,219512195;0,75;0,317460317;0,024875622;0
0,268292683;0,5;0,523809524;0,004975124;0
0,268292683;0,25;0,619047619;0,009950249;0
0,219512195;0,340909091;0,666666667;0;0
0,243902439;0,318181818;0,603174603;0;0
0,292682927;0,318181818;0,555555556;0;0
0,317073171;0,227272727;0,682539683;0;0
0,268292683;0,159090909;0,698412698;0;0
0,243902439;0,272727273;0,603174603;0;0
0,146341463;0,295454545;0,761904762;0;0
0,146341463;0,204545455;0,777777778;0;0
0,170731707;0,181818182;0,682539683;0;0
0,170731707;0,181818182;0,793650794;0;0
0,365853659;0,431818182;0,603174603;0,014925373;0
0,292682927;0,454545455;0,746031746;0,054726368;0
0,219512195;0,25;0,825396825;0,004975124;0
0,341463415;0,340909091;0,857142857;0,004975124;0
0,365853659;0,204545455;0,571428571;0,004975124;0
0,292682927;0,318181818;0,523809524;0,024875622;0
0,268292683;0,659090909;0,492063492;0,024875622;0
0,219512195;0,431818182;0,80952381;0;0
0,268292683;0,159090909;0,603174603;0;0
0,292682927;0,113636364;0,73015873;0;0
0,219512195;0,272727273;0,634920635;0,014925373;0
0,170731707;0,363636364;0,666666667;0;0
0,12195122;0,272727273;0,603174603;0,004975124;0
0,146341463;0,431818182;0,698412698;0,014925373;0
0,12195122;0,5;0,825396825;0,014925373;0
0,219512195;0,522727273;0,761904762;0,064676617;0
0,243902439;0,454545455;0,761904762;0,034825871;0
0,195121951;0,340909091;0,793650794;0,024875622;0
0,219512195;0,590909091;0,523809524;0,029850746;0
0,219512195;0,75;0,619047619;0,049751244;0
0,146341463;0,568181818;0,53968254;0,014925373;0
0,170731707;0,295454545;0,555555556;0,039800995;0
0,097560976;0,522727273;0,650793651;0,039800995;0
0,195121951;0,340909091;0,666666667;0,014925373;0
0,170731707;0,295454545;0,761904762;0,019900498;0
0,195121951;0,159090909;0,698412698;0,009950249;0
0,170731707;0,159090909;0,555555556;0;0
0,268292683;0,409090909;0,444444444;0,019900498;0
0,170731707;0,477272727;0,746031746;0,019900498;0
0,292682927;0,272727273;0,761904762;0,009950249;0
0,341463415;0,181818182;0,587301587;0;0
0,341463415;0,295454545;0,634920635;0;0
0,341463415;0,25;0,714285714;0,024875622;0
0,317073171;0,204545455;0,936507937;0;0
0,390243902;0,295454545;0,761904762;0;0
0,390243902;0,136363636;0,634920635;0;0
0,512195122;0,25;0,619047619;0;0
0,512195122;0,159090909;0,619047619;0;0
0,243902439;0,363636364;0,793650794;0,019900498;0
0,243902439;0,5;0,428571429;0;0
0,317073171;0,25;0,492063492;0;0
0,463414634;0,522727273;0,53968254;0;0
0,463414634;0,204545455;0,412698413;0;0
0,56097561;0,204545455;0,46031746;0;0
0,487804878;0,181818182;0,444444444;0;0
0,487804878;0,136363636;0,158730159;0;0
0,390243902;0,227272727;0,317460317;0;0
0,365853659;0,295454545;0,301587302;0;0
0,341463415;0,25;0,19047619;0,004975124;0
0,414634146;0,204545455;0,174603175;0;0
0,390243902;0,386363636;0,53968254;0;0
0,414634146;0,409090909;0,380952381;0,009950249;0
0,463414634;0,5;0,412698413;0,004975124;0
