temp;wind;rh;precip;fire
17,5557;17,3663;42,771;1,1011;0
14,1049;18,4875;57,1534;14,7203;0
15,282;12,751;53,5378;0,0028;0
17,7717;12,3075;44,7656;0,0018;0
18,5683;14,5359;41,7085;0,0009;0
21,8073;13,2074;44,3621;0;1
22,4148;15,3259;39,7114;0,2047;1
15,2483;27,1353;70,104;19,7601;0
12,9487;24,0219;64,6286;7,6348;0
12,5139;14,4194;68,258;0,4092;0
14,4447;14,9246;54,0722;6,6577;0
12,1576;31,7924;53,7081;5,2626;0
14,3885;15,4448;49,7923;0,0044;0
17,7907;10,6895;48,4392;0,0087;0
20,6428;11,2083;43,4629;0,5686;0
19,8934;22,1678;51,1352;11,9076;0
12,6125;15,6599;66,9792;11,701;0
16,8891;12,7027;69,5334;3,1341;0
18,3793;22,0235;61,0238;22,9509;0
16,912;20,9022;58,2242;9,3519;0
15,9668;13,6187;50,6396;3,757;0
16,1836;14,449;49,021;0,3691;0
15,7436;11,2762;47,7521;0,7487;0
15,2607;11,3889;50,1661;8,8163;0
19,8672;12,5925;46,2397;0,8124;0
19,8571;9,3086;49,007;9,9493;0
19,0091;13,9538;52,6805;3,8542;0
20,0629;13,2665;59,842;0,153;0
23,4587;19,871;44,7283;1,1891;0
21,6867;18,8472;43,2888;2,2253;0
16,9074;16,2116;63,4041;5,0164;0
18,7433;11,6845;41,2026;0,0842;0
22,8084;13,4686;48,4214;0,0141;0
25,3915;16,9443;44,7651;0,044;1
24,9239;18,7317;40,9383;1,2032;1
22,2851;16,3436;44,8745;4,2755;0
20,7894;17,3558;52,4427;1,5881;0
22,0354;22,5546;52,3692;4,5304;0
20,2482;13,1416;45,2063;3,5148;0
19,6072;9,9374;44,9226;0,0217;0
23,0776;10,3183;40,6077;0,0004;0
25,1043;12,4874;39,5202;0;1
27,14;12,2466;38,642;0;1
26,5595;10,7727;45,2737;0,1722;1
26,9953;10,2564;43,7588;0,3141;1
27,1501;8,9377;41,6463;0,289;1
28,8338;10,5619;38,2933;0,3716;1
25,3535;14,9281;53,1439;0,3778;1
24,6224;15,8295;53,5855;0,9978;1
24,9002;13,9139;46,125;2,8928;0
26,2546;11,9565;43,1679;2,5302;0
22,5922;17,6701;44,4127;0,0595;1
21,6681;15,1458;37,5224;0,0041;1
25,4727;10,2545;37,753;0,041;1
26,759;9,6868;41,2498;0,0421;1
29,3517;9,6201;38,4703;0,1481;1
29,2983;10,8184;37,274;0,0648;1
29,1384;12,9744;39,3486;2,4372;1
28,9833;12,2887;38,3627;2,8108;1
27,4042;8,6485;44,0871;6,618;0
27,5191;8,5108;41,0761;5,5531;0
26,8879;11,179;42,3875;3,8765;0
28,0981;10,3138;39,8295;0,0063;1
27,2631;11,3475;43,8096;0,0032;1
29,4842;10,635;32,3488;0,0029;1
28,1107;10,6848;37,082;0,3584;1
28,5129;14,4894;32,2173;0,0067;1
25,6185;14,3436;39,1522;1,4199;1
25,7602;13,3948;38,4568;0,1738;1
29,3791;16,1997;34,9447;0,0009;1
27,4758;19,7391;40,3062;0,0692;1
21,8751;21,7113;47,8943;0,0041;1
24,1811;19,2266;30,9311;0,0148;1
23,8648;16,6195;34,092;0,0125;1
29,0575;14,591;23,7;0,0194;1
28,9498;12,8491;29,9481;0,0017;1
28,1545;16,0845;33,4482;1,7105;1
21,1465;22,2414;51,624;9,3323;0
22,077;25,735;56,4284;5,3368;0
21,7015;18,6179;58,2946;18,5467;0
22,4563;9,7867;56,5613;1,1128;0
22,9901;11,9055;53,1471;0,6814;0
24,7237;13,894;50,4107;0,029;1
28,5599;11,2163;39,512;0,0007;1
29,1776;15,392;35,8241;2,8046;1
26,2844;16,0544;43,5017;0,0022;1
24,4279;17,705;47,5502;0,2254;1
25,0824;15,7553;43,1067;0,0039;1
26,0015;10,9884;39,8168;0,0443;1
27,4416;9,9507;39,538;0,6746;1
27,807;9,5885;40,0835;0,0587;1
29,2349;14,7314;34,2203;0,0008;1
30,9889;16,0973;30,8402;0,0067;1
28,052;16,1808;39,6016;0,0019;1
26,119;18,9154;43,6922;0,0061;1
25,1358;19,7745;42,5476;0,0217;1
23,0476;20,668;42,1069;0,1261;1
21,5505;19,7277;37,7252;0,0143;1
20,1095;15,0533;38,82;0,006;1
21,3325;10,6858;41,2276;0,0804;1
22,319;11,0515;42,6027;0,3857;1
25,1473;11,4221;38,9919;0,0023;1
24,9781;12,7084;42,2851;10,3562;0
25,5324;16,5145;38,2051;0,2117;1
26,1705;17,5476;35,035;0,006;1
26,576;17,2113;33,658;0,0032;1
29,155;12,6684;27,9444;0,001;1
29,795;10,7957;28,5495;0,0044;1
30,4656;12,3108;26,4079;0,0036;1
29,6661;12,8313;31,8497;0,0805;1
30,9412;14,1863;26,2344;0,003;1
29,5444;14,1815;25,955;0,0062;1
27,5452;17,2873;33,6243;2,7408;1
19,8274;23,4469;43,0891;0,0346;1
23,9251;12,6673;32,3044;0,0007;1
25,9497;12,6374;29,3433;0,0025;1
25,77;13,3658;30,2794;0,008;1
26,7941;16,4096;31,3915;0,4712;1
25,1584;16,3544;42,5238;9,9043;0
25,141;13,0221;43,5533;0,0096;1
24,3063;13,2359;42,0448;2,2207;1
23,2467;12,064;44,3584;2,3481;0
22,3477;11,2393;45,4725;8,7198;0
19,5749;15,9426;59,1364;4,7616;0
21,8459;16,835;36,1832;0,0045;1
23,9603;15,0158;33,9051;0,005;1
24,8492;15,8652;37,4285;0,0013;1
24,5549;12,8966;32,1617;1,5456;1
23,7467;11,0092;40,3983;3,7881;0
22,4442;13,8997;37,7782;1,272;0
19,82;22,7498;56,269;63,7585;0
16,3114;20,0824;57,3284;3,6252;0
16,8233;16,4315;61,2811;0,3621;0
17,3416;17,7422;55,3392;0,0079;0
19,1138;12,0267;57,7797;0,0026;0
19,9923;8,4556;56,2375;0,0164;0
18,6875;13,0158;55,2077;4,2149;0
11,924;23,2824;66,3801;15,8053;0
17,0252;12,6446;37,0445;0,0035;0
20,8188;15,2155;46,6172;0,0019;0
21,709;11,1708;56,0845;0,0012;0
23,4424;22,8788;46,8315;1,9317;0
21,257;14,8896;50,4794;0,2054;0
21,7876;18,8518;45,1847;0,0335;1
23,0358;23,2727;45,6869;1,683;1
21,6598;13,6118;48,3988;0,607;0
24,2805;15,3613;37,6444;1,2875;1
21,8444;14,5212;44,2614;1,3577;0
23,0547;14,4222;43,8338;4,6499;0
17,1075;12,1025;63,9634;29,7726;0
17,1649;9,1794;61,8142;0,0497;0
18,4796;11,026;54,5519;0,2051;0
18,1789;12,9207;56,7078;0,0252;0
20,2072;12,3049;49,8145;0,0022;0
17,947;18,5341;53,2773;7,0953;0
13,4182;19,9462;44,9317;0,0502;0
14,626;11,9526;50,2917;7,6114;0
15,0124;11,1615;57,8974;4,7448;0
13,0924;10,7852;69,4297;4,7081;0
11,6013;16,2994;72,7527;33,1937;0
13,331;12,4261;65,4067;11,2593;0
13,526;12,4426;64,4893;8,7548;0
15,6198;23,1289;64,6412;11,4964;0
11,6746;25,8885;70,3646;32,3311;0
15,3838;11,0342;54,3047;0,2867;0
18,4411;10,3707;49,8341;0,0013;0
18,3602;10,9194;48,3879;0;0
18,7398;10,5526;45,7144;0,0003;0
16,8836;12,7272;48,3865;0,0016;0
15,2994;12,6924;56,5367;0,0005;0
14,2919;15,0038;63,0717;0,0007;0
14,3082;10,0172;56,793;0,0026;0
15,0108;11,2293;54,5934;0,0023;0
14,4113;17,3653;56,9209;1,3536;0
9,9961;33,9875;78,9464;25,7665;0
10,0519;21,6047;57,2194;20,5183;0
6,0308;14,9803;74,7568;5,3123;0
6,5806;12,3007;63,0987;0,0572;0
11,2107;20,9848;56,3786;6,6524;0
9,277;28,1171;73,7241;9,1725;0
12,8351;17,1825;59,2157;0,3781;0
13,4211;15,9977;50,9593;2,333;0
15,5185;24,1612;64,3999;1,3065;0
15,2682;31,9231;64,2499;24,847;0
9,4507;11,7589;59,3846;3,303;0
7,0368;15,2466;61,3045;0,3533;0
10,0986;13,0816;59,2499;0,3898;0
9,4134;12,6939;56,2304;0,2169;0
11,6388;17,1167;57,3547;0,4668;0
15,308;25,8124;51,5767;2,0874;0
10,8045;15,2263;65,4478;2,8001;0
8,0631;14,5189;59,9332;3,1378;0
6,432;21,3459;72,6022;0,0009;0
6,4195;14,7375;67,2139;0,0126;0
6,8147;12,6881;73,2274;0,558;0
9,3167;9,7628;75,1676;0,0074;0
10,0703;11,6323;66,5807;0,395;0
7,8299;14,5896;68,7736;0,8646;0
7,1189;16,6807;79,182;0,8045;0
7,5259;11,2205;74,7843;0,0421;0
9,2096;8,3543;72,1953;0,4014;0
6,3593;7,2035;65,9266;2,9743;0
9,1464;8,4876;55,0735;0,0495;0
9,2396;11,4324;59,7607;0,0512;0
7,1221;15,5872;67,1483;0,0303;0
11,5137;22,7608;50,6898;1,5937;0
7,5639;35,4362;70,3304;52,6551;0
7,637;31,0338;61,4039;12,6936;0
3,0369;21,0887;73,042;13,6575;0
3,977;12,5782;78,1764;3,7378;0
1,9633;13,2894;69,0902;11,0947;0
-1,8677;25,4212;69,6379;3,9135;0
3,1203;24,0563;58,0312;13,7982;0
0,4122;16,7996;72,4948;5,4768;0
-1,3805;14,9651;71,2952;3,263;0
-4,47;17,1789;78,3855;7,7047;0
0,3655;29,858;72,8092;14,1326;0
-2,8028;31,1253;64,8794;1,7808;0
-2,5478;16,3956;79,9509;22,6751;0
-1,5407;22,5628;66,4231;16,4104;0
-3,4534;17,4122;65,6596;0,8473;0
-0,7583;18,3675;61,0489;1,1152;0
2,1309;25,5022;65,4575;7,3928;0
3,4182;33,1201;57,2564;19,3456;0
6,9256;12,6228;62,7247;5,2364;0
2,3552;11,4611;56,3059;10,6948;0
-0,5542;21,0871;69,6287;28,2007;0
-1,8093;22,9996;65,8721;2,794;0
-0,0396;14,2626;59,0387;0,8585;0
0,4144;9,5191;60,4;9,3579;0
0,7221;16,2264;46,776;1,5302;0
5,6776;14,6768;64,165;4,7341;0
10,6525;19,8068;58,9524;6,6771;0
10,5503;26,0068;55,7041;7,9256;0
6,3422;25,5605;61,6847;8,8916;0
3,7828;15,9165;68,1647;12,0478;0
-0,1024;25,1549;80,7673;16,3535;0
2,4959;24,1084;70,4299;0,0058;0
4,7663;10,6555;55,9987;0,0032;0
1,2815;16,3623;75,4805;0,0019;0
3,4259;16,9241;60,0358;0,0439;0
2,2928;13,0365;69,0449;0,0792;0
4,6566;12,2146;62,8143;0,1292;0
5,6638;18,5814;46,4103;3,7437;0
3,953;27,383;51,0747;9,7893;0
0,9243;23,9617;69,2133;0,2898;0
0,7632;23,2692;65,554;0,3897;0
0,5102;11,8647;62,5299;1,4045;0
2,81;13,0968;59,2094;0,1527;0
2,2057;16,6567;59,0084;3,0208;0
-1,3686;15,5887;71,9615;3,2142;0
0,0899;17,0335;48,952;0,0378;0
-1,6461;21,4284;55,1609;5,541;0
2,8367;33,6105;62,5223;19,2037;0
1,9784;20,507;66,4956;15,5349;0
3,2078;17,715;57,2033;8,8451;0
-0,9413;16,5395;60,7529;11,3823;0
-0,0612;20,3998;69,1359;6,7468;0
1,3575;17,6347;60,1618;2,923;0
5,1205;31,8729;69,4609;12,0773;0
4,8212;29,5941;48,8601;9,7472;0
2,3647;14,8347;73,8695;3,4319;0
3,7767;15,9327;70,6181;3,9742;0
0,8751;23,3875;68,2521;26,4038;0
0,1554;28,9984;62,3596;2,3157;0
-2,2923;23,9951;80,7968;0,0147;0
0,0659;14,8139;67,0473;0,194;0
-0,0724;12,1927;71,0853;2,468;0
4,9503;13,9732;48,0909;0,5091;0
10,3321;17,6636;55,2198;1,49;0
5,8125;21,4393;55,2716;3,3501;0
6,3881;20,006;45,4415;3,845;0
9,0831;38,1598;46,6325;17,7605;0
-2,5368;26,1271;70,9612;5,5502;0
2,3401;16,9404;64,77;0,2238;0
5,9681;19,2361;53,2415;12,9877;0
3,627;22,5888;54,7516;16,0192;0
1,7386;17,5296;61,5589;1,2505;0
0,0325;25,2813;63,4006;4,4668;0
-4,0048;17,2318;65,446;14,8964;0
0,4143;10,7159;55,465;0,4503;0
2,5501;20,4275;56,7173;3,0082;0
3,1987;28,8265;54,518;19,6367;0
3,5404;23,2688;58,3819;12,582;0
5,3078;14,4945;55,2045;0,8851;0
2,1779;12,9481;61,6783;0,0067;0
4,1149;13,7811;60,0956;0,0139;0
1,5055;15,713;70,0154;0,378;0
2,02;15,3517;69,7941;4,7209;0
2,8804;12,2145;57,7308;0,6773;0
2,9164;11,4985;76,1958;0,0903;0
4,6754;18,0247;67,308;2,942;0
4,8831;14,2746;57,8486;1,309;0
7,2349;28,0964;42,2918;11,1274;0
4,9955;25,7648;65,2012;15,3952;0
3,7866;11,7909;58,4568;2,1907;0
3,7338;12,2036;67,4334;4,7669;0
6,7032;16,3549;59,6923;0,7431;0
7,0505;13,4181;60,9195;0,0628;0
7,3978;10,4478;62,1466;0,016;0
5,1402;21,7031;50,8621;0,0163;0
8,3065;14,2681;37,7768;0,0345;0
7,2509;16,1947;46,0399;0,0029;0
10,2212;18,7186;34,8211;1,0559;0
12,2034;29,8087;67,0835;11,292;0
7,7424;24,7893;72,7408;1,1486;0
8,1331;18,9568;76,5376;0,8212;0
7,0785;15,8742;74,9564;2,0769;0
9,1378;21,2245;65,6274;2,1277;0
6,0889;14,2619;65,3728;7,5331;0
8,6557;14,2542;56,2993;3,9821;0
7,2047;17,6928;61,0106;5,4428;0
9,5443;29,169;65,0974;11,2754;0
4,3892;31,8543;46,5705;0,9155;0
0,098;18,8769;54,57;0,3663;0
4,0315;16,0253;43,4364;0,9183;0
9,8195;40,6074;61,3948;7,5331;0
7,1689;29,0275;51,2279;0,885;0
10,8468;16,8107;46,7927;3,5988;0
9,4336;24,7186;67,0456;4,6866;0
5,2432;22,0215;51,8231;0,0074;0
10,3159;11,7984;50,2843;0,1573;0
9,0269;20,8772;54,2469;1,2778;0
7,823;24,9453;65,5591;7,9963;0
4,0918;13,2483;73,0155;1,3128;0
5,0985;11,3936;66,9961;0,7396;0
8,4654;12,5861;63,7707;0,0742;0
10,8889;24,418;59,6902;1,8615;0
15,9587;23,722;53,7938;4,3288;0
8,2431;26,1267;60,3569;7,1433;0
6,569;17,155;74,3014;0,7305;0
7,6688;19,8611;70,775;8,3458;0
3,5584;12,2693;80,0398;0,2422;0
8,5446;12,6554;62,8437;0,2779;0
7,8784;22,3377;72,8148;3,2205;0
8,6253;14,3036;62,3529;0,0345;0
9,3721;28,1434;51,891;6,694;0
7,731;17,1471;71,3412;0,525;0
9,5652;18,6513;60,8703;0,7313;0
10,9435;16,5526;56,5207;0,8524;0
12,5438;15,3386;46,2258;0,378;0
13,9968;25,0495;59,5837;0,327;0
11,717;13,5673;58,1867;0,9872;0
12,216;15,0901;42,2492;0,1113;0
11,1647;16,2799;40,2255;0,0479;0
11,8859;14,7369;41,1829;0,0318;0
14,6277;12,8151;36,9727;0,096;0
16,0691;13,375;41,0675;0,0573;0
16,8122;13,3828;38,0975;0,0163;1
15,9059;13,1988;40,1834;0,0888;1
15,4499;12,4184;45,3312;1,681;0
14,3061;15,9668;48,7598;10,6406;0
14,5187;12,061;54,9709;0,3478;0
18,6426;9,53;41,1168;0,1977;0
20,6726;9,2752;39,101;0,1031;0
21,5485;16,1507;32,05;0,3579;1
18,181;24,1982;46,6941;3,009;0
18,2152;19,4742;46,5493;0,039;0
21,5413;13,1111;39,3467;0,1141;1
21,8122;13,9456;39,1594;0,147;1
23,0667;11,309;37,0178;0,2231;1
22,1229;13,7539;41,1502;2,193;0
18,9295;12,8046;51,0391;0,2058;0
20,0011;10,9198;43,1334;1,8922;0
17,9361;16,5482;52,7982;7,0603;0
17,3865;18,6169;56,307;22,8222;0
17,2791;13,8205;58,4841;15,4389;0
17,0622;11,667;52,7757;7,7105;0
17,2331;14,8816;58,0621;0,1722;0
19,0497;10,5737;50,4547;6,1863;0
16,1943;10,3561;59,55;15,1811;0
13,1371;14,9581;57,2065;2,3677;0
13,186;23,1479;53,9844;0,3205;0
16,0903;13,8096;43,304;0,008;0
17,2022;12,8839;46,8574;0,1631;0
22,4947;21,905;40,5976;9,0296;0
16,5081;23,3805;55,7261;7,2075;0
18,4579;13,5264;44,499;0,0149;0
21,7047;22,5544;42,9833;0,0552;1
17,1324;15,7796;46,7451;0,1582;0
17,1766;14,5793;50,8095;10,3933;0
15,4502;16,0973;54,9091;26,3458;0
16,1099;21,5652;70,5507;21,0501;0
15,8089;16,2232;56,8443;7,1508;0
12,5561;17,081;58,9627;7,9152;0
11,155;17,9121;61,4948;5,0546;0
13,6989;20,2619;55,4749;0,7506;0
16,6909;15,515;52,8862;4,228;0
19,7529;13,8594;45,2994;1,7892;0
13,406;20,1636;61,7011;12,5008;0
12,4459;21,0015;56,7524;10,131;0
11,7782;13,785;69,9813;14,2177;0
14,0406;11,4625;65,4683;1,543;0
13,9953;12,2685;57,5783;1,7207;0
16,3112;12,2339;58,2285;1,2228;0
15,3983;9,6984;62,0806;1,2197;0
18,2611;9,2082;54,1867;1,7061;0
17,7331;12,7823;56,049;3,6955;0
19,9088;12,2828;53,1045;1,3572;0
22,3028;13,1247;47,0474;1,8339;0
18,3162;19,8061;53,4954;9,359;0
18,0749;14,0816;50,1001;2,4484;0
17,1378;23,3578;59,44;0,4597;0
20,3112;18,5144;55,2418;0,019;0
22,5073;10,7971;48,216;0,0008;0
24,541;9,2265;43,3224;0,0049;0
24,7646;9,1412;45,2448;0,0901;1
26,7731;9,2462;45,5601;1,0671;0
27,018;8,0306;46,8448;2,0481;0
27,7897;8,1846;44,3042;0,7256;0
28,3804;11,1184;38,8194;0,0718;1
27,9547;10,5421;39,6899;0,0216;1
27,5362;10,9897;40,5165;0,4092;1
23,2074;11,3883;46,1744;0,6782;1
22,0198;12,637;51,9793;11,8202;0
17,7538;14,296;58,7444;5,3932;0
16,9389;19,3938;50,8473;0,035;0
17,9553;16,6252;44,9904;0,0225;1
17,8983;10,0721;50,1935;0,5028;0
17,1502;12,0416;59,8751;4,046;0
17,6142;19,4402;47,6896;0,1216;0
20,5755;14,0828;40,608;0,0044;1
22,0218;10,4164;41,1542;0,0107;1
23,8037;10,0225;39,7757;0,1576;1
23,4438;13,3837;38,2975;2,0276;0
22,8805;20,1384;46,4349;2,4511;0
22,7829;18,3045;48,0378;3,9493;0
22,237;18,7774;52,7991;4,6488;0
24,0452;16,9259;48,7382;9,5389;0
23,1236;14,3753;49,2303;8,7517;0
24,1718;10,9877;49,4946;0,9019;0
23,1191;11,1523;49,3897;6,444;0
21,4026;12,7929;57,02;0,5165;0
23,0181;11,7738;45,5071;2,5683;0
21,4363;13,9229;48,3762;0,0638;0
22,5032;14,5946;41,8425;1,9922;0
20,1015;18,979;43,7097;0,0069;1
23,4521;14,3857;41,3392;0,0003;1
22,8542;11,664;42,9324;0,0059;1
23,9703;8,7369;43,9349;3,6162;0
24,6049;11,978;43,3124;0,3106;1
22,5228;16,5476;47,5976;0,0103;1
24,1289;14,5641;40,978;0,0102;1
24,5578;10,6741;38,7594;0,008;1
26,8055;9,4668;34,3371;0,4699;1
25,7264;11,3449;41,8344;1,5702;1
27,1405;12,2767;40,343;0,0047;1
27,1962;11,2473;41,685;0,0626;1
29,7309;11,5354;39,3837;0,0111;1
30,3665;14,6226;35,3546;3,1595;1
22,9655;17,5801;51,2868;5,134;0
24,2653;23,1638;41,0156;0,0024;1
24,4113;17,1031;44,997;0,0075;1
27,2641;12,1419;41,3815;0,0027;1
28,0043;11,9524;33,9615;0,0248;1
28,7645;13,3966;35,7343;0,0061;1
29,0588;13,1289;35,5145;0,0065;1
28,9452;12,6595;32,8157;0,3673;1
30,3842;11,3663;30,4522;0,5194;1
30,5855;11,3703;30,3067;0,1046;1
29,6881;12,8247;33,2086;4,9687;1
22,7139;21,1898;56,9572;6,2335;0
24,3518;15,9358;43,8826;0,0016;1
24,6524;12,5724;46,7903;0,0012;1
26,7398;11,4826;38,6414;0,069;1
23,877;18,4843;48,1979;0,0439;1
22,7679;18,6726;47,7434;0,0139;1
24,6044;15,0079;43,3621;0,0022;1
24,969;12,3961;45,4036;0,0034;1
26,4999;9,5384;41,0509;0,0787;1
26,3777;10,6084;39,8828;0,4552;1
23,3733;18,4418;46,8009;3,343;0
21,2769;18,3129;49,1393;0,3344;1
22,801;14,4019;49,0651;0,0491;1
23,7786;12,1054;44,3507;2,2145;0
22,1288;11,7279;50,6208;3,0499;0
22,1821;15,1433;52,3181;10,9193;0
19,915;16,181;55,0482;14,0739;0
21,5736;9,8681;60,042;10,5801;0
19,81;12,2175;51,6722;16,7234;0
19,2555;14,5636;55,1227;0,0245;0
20,1627;14,2476;42,4127;0,0069;0
20,6439;12,8808;44,8945;0,0052;0
21,1837;13,2612;43,6534;0,0474;1
19,8436;14,2897;53,8929;0,4311;1
21,2618;17,0194;51,7453;0,0328;1
20,3889;14,4052;43,0545;0,0003;1
22,5839;11,4769;45,264;0,0004;1
22,0216;12,1127;43,7014;0,0049;1
21,7658;12,8252;46,5267;0,0039;1
24,1105;12,3224;35,4968;0,2229;1
21,2698;14,8599;52,0922;3,5562;0
21,8477;13,5331;54,8997;5,0425;0
18,9915;13,9895;53,0248;24,9676;0
18,0372;12,9107;60,3115;22,4173;0
16,5347;11,8713;49,9555;3,6601;0
17,7498;16,5274;45,7991;0,0636;0
20,4555;14,8184;46,4187;1,9291;0
19,1862;10,6681;59,1513;6,8908;0
14,5452;21,2967;64,0571;18,7234;0
17,9108;15,4915;49,3091;0,0289;0
15,3934;16,9546;63,8822;5,9018;0
16,5212;13,4445;49,5074;0,0147;0
16,1883;17,1234;54,0488;0,0222;0
15,8873;17,4886;52,1003;0,0113;0
18,1649;14,4355;49,823;0,0095;0
21,1336;13,1356;40,5508;0,005;0
20,7216;16,1892;48,1925;0,0041;1
19,6327;16,3193;54,4206;0,0605;1
17,0365;8,3924;60,6499;0,685;0
17,3895;9,1143;68,7477;0,1497;0
21,9937;15,4886;49,5782;27,3216;0
14,4206;13,5775;65,3455;20,2338;0
13,2743;16,6249;69,8637;0,1251;0
11,7838;21,0188;63,4849;0,0014;0
12,078;19,2151;43,9596;0,0009;0
13,4058;15,3054;41,7494;0,0005;0
16,7499;13,5655;39,2383;2,6405;0
18,7493;11,8972;49,5954;1,0145;0
14,0076;13,0974;57,2055;12,4784;0
14,613;12,2007;60,2919;17,2466;0
14,1581;9,9671;67,118;28,3838;0
15,5008;17,9789;58,7972;1,983;0
16,5474;21,6798;58,053;10,8703;0
16,0803;18,1988;62,7313;2,9599;0
17,8516;10,6977;59,1664;0,9682;0
16,2098;8,4372;60,756;0,2676;0
15,3213;16,4706;52,3041;5,322;0
10,7738;24,7081;67,6085;68,0653;0
12,859;24,033;63,6049;0,0762;0
14,8021;14,8138;51,9063;0,0034;0
16,2633;13,6702;45,7235;0,1257;0
18,9235;20,2726;48,2735;0,7829;0
16,8981;14,4174;65,6205;0,693;0
18,5322;12,6649;57,0414;0,0055;0
19,9606;17,2064;50,541;0,0012;0
17,0232;13,5062;43,8754;0,8534;0
17,7522;10,5585;52,3428;0,0059;0
16,6958;12,1818;59,4129;0,0149;0
18,4528;15,136;59,178;0,0055;0
16,0179;14,9232;62,3334;0,0034;0
17,4825;12,7076;53,6728;0,0024;0
15,7184;15,5537;53,0649;0,6019;0
11,7687;15,6877;66,0627;0,0699;0
14,2028;10,347;64,758;0,0002;0
12,9846;18,4955;63,3664;5,0858;0
14,0741;26,5527;62,0084;2,2069;0
10,9017;26,616;61,0678;4,6358;0
9,7739;28,9792;69,5514;70,2863;0
8,7472;11,5097;63,7337;10,205;0
13,6749;13,8736;51,9997;0,0172;0
13,8957;17,9822;53,4412;0,1365;0
12,983;19,8024;53,8847;4,991;0
10,7873;19,3194;63,959;18,8848;0
1,4326;27,0147;64,0497;63,8866;0
8,4159;20,2695;61,5456;1,4728;0
7,688;18,0817;76,8808;1,1453;0
8,3404;16,1014;70,6909;0,0017;0
7,1865;15,473;71,4273;0,003;0
8,1367;17,2161;82,1613;0,0025;0
9,0953;10,5394;64,1478;0,0029;0
8,5118;12,3222;73,7285;0,8648;0
7,3909;25,122;73,2713;51,469;0
5,9101;26,1151;67,285;8,311;0
3,9727;17,757;73,2446;13,551;0
4,7893;22,1137;68,571;25,6714;0
9,4675;19,4007;61,0776;28,3415;0
4,7521;13,9892;73,5826;1,8568;0
-2,0569;27,1428;53,3241;10,3393;0
-0,484;36,9621;68,0003;25,8388;0
-1,8572;22,5604;74,9033;9,7108;0
1,8335;10,0899;78,1951;0,0045;0
3,2537;13,3022;58,9099;0,7698;0
4,7724;16,2307;69,5349;2,3814;0
3,0298;26,787;73,4576;2,704;0
4,6197;27,6808;69,4284;6,6653;0
3,8769;22,0684;60,4887;1,9788;0
3,9793;9,6048;54,64;0,01;0
3,663;19,5792;58,7461;0,0535;0
1,9423;17,4593;68,7175;0,9452;0
0,8211;19,0089;52,2807;0,2933;0
3,3311;15,088;59,8404;0,5971;0
7,7708;18,3432;46,8812;2,1138;0
4,4427;20,6556;66,1478;0,3702;0
5,9368;11,0819;62,2946;0,4844;0
4,7154;9,8564;69,8538;0,0426;0
6,5782;9,6449;62,389;0,0758;0
5,6105;7,5858;67,9148;0,1171;0
3,176;13,7896;68,6599;1,1829;0
3,9232;16,2857;71,0889;0,0677;0
5,6642;12,8115;57,7155;0,0626;0
4,7419;8,7695;62,8607;0,0658;0
3,9572;16,749;68,9026;0,8681;0
5,6979;16,4122;65,8204;0,4278;0
5,2959;11,8621;76,604;0,3026;0
6,8314;13,3502;77,1749;0,4778;0
6,2024;11,039;64,9263;0,798;0
6,6835;17,7352;53,0643;0,4634;0
7,0875;29,7562;55,1827;1,2551;0
4,1131;37,8372;64,2862;19,4927;0
7,0756;16,6576;51,0736;2,366;0
8,5721;12,6754;68,4503;0,1805;0
9,7776;12,0956;50,6171;0,588;0
3,158;17,0096;64,3185;1,6401;0
2,4647;11,0879;73,1238;0,4703;0
4,7199;9,3172;71,155;0,0502;0
5,3838;16,1428;66,9397;0,2969;0
6,5204;16,8528;49,6111;0,3119;0
7,7478;22,0822;60,0365;0,8125;0
6,9412;27,0932;64,563;17,0535;0
6,1346;10,655;69,0895;0,0779;0
9,1171;11,288;63,2278;0,17;0
9,7612;10,8629;65,4312;0,0519;0
10,7091;12,4947;50,4298;0,0349;0
5,8899;14,9934;52,3315;0,1907;0
8,2991;14,4382;63,219;0,1164;0
4,976;10,8129;83,6645;0,0975;0
6,5407;13,1146;62,8327;0,0612;0
3,1481;22,4136;70,7718;3,5913;0
2,8472;12,95;73,5068;14,7249;0
6,1173;14,1631;52,1494;0,9152;0
11,4924;30,3284;54,9659;0,7758;0
9,1873;27,6888;54,1885;0,7393;0
5,85;34,1913;37,75;37,932;0
6,9193;26,1821;61,6878;21,1883;0
3,2867;16,5038;70,283;7,155;0
4,834;11,2429;61,9817;0,4161;0
4,0708;11,0064;68,4549;0,4444;0
2,0985;22,0968;32,0333;15,1209;0
-1,6689;30,3436;73,5313;5,1463;0
0,2666;20,4589;62,2026;0,7339;0
2,3495;12,221;60,7478;1,1536;0
-2,5749;17,3938;59,1083;6,8673;0
-0,1964;13,8731;75,5518;0,433;0
1,6736;26,4092;64,1213;10,7005;0
5,0687;26,4633;63,4727;6,7833;0
5,1631;24,0601;50,125;14,9968;0
7,2111;19,0099;67,8663;4,0366;0
3,5611;16,8161;63,1616;0,077;0
0,8624;12,9891;54,0938;0,1825;0
2,104;18,8794;69,6515;1,1165;0
2,7192;13,2899;76,7593;1,8861;0
9,3458;23,5153;69,0423;0,3825;0
6,0532;24,4284;73,8231;2,0796;0
7,7245;26,0622;63,2729;6,4792;0
6,2715;29,0848;60,5468;4,1812;0
11,3982;31,2127;50,5316;7,9132;0
